locus_tag	ftype	length_bp	gene	EC_number	COG	product
DLCOOICO_02054	CDS	135				hypothetical protein
DLCOOICO_02055	CDS	144				hypothetical protein
DLCOOICO_02056	CDS	417				hypothetical protein
DLCOOICO_02057	CDS	180	hyuC	3.5.1.87	COG0624	N-carbamoyl-L-amino-acid hydrolase
DLCOOICO_02058	CDS	408				hypothetical protein
DLCOOICO_02059	CDS	297				hypothetical protein
DLCOOICO_02060	CDS	519	pal		COG2885	Peptidoglycan-associated lipoprotein
DLCOOICO_02061	CDS	210				hypothetical protein
DLCOOICO_02062	CDS	165				hypothetical protein
DLCOOICO_02063	CDS	228				hypothetical protein
DLCOOICO_02064	CDS	618	dmsB		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
DLCOOICO_02065	CDS	201	ynfF	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
DLCOOICO_02066	CDS	432				hypothetical protein
DLCOOICO_02067	CDS	477				hypothetical protein
DLCOOICO_02068	CDS	720				hypothetical protein
DLCOOICO_02069	CDS	399				hypothetical protein
DLCOOICO_02070	CDS	231				hypothetical protein
DLCOOICO_02071	CDS	219				hypothetical protein
DLCOOICO_02072	CDS	627		3.2.1.-		Putative beta-xylosidase
DLCOOICO_02073	CDS	498	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
DLCOOICO_02074	CDS	504	uhpA		COG2197	Transcriptional regulatory protein UhpA
DLCOOICO_02075	CDS	792	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
DLCOOICO_02076	CDS	450	alaE			L-alanine exporter AlaE
DLCOOICO_02077	CDS	297	fis		COG2901	DNA-binding protein Fis
DLCOOICO_02078	CDS	339	nlpD_2			Murein hydrolase activator NlpD
DLCOOICO_02079	CDS	426				hypothetical protein
DLCOOICO_02080	CDS	216				hypothetical protein
DLCOOICO_02081	CDS	351				hypothetical protein
DLCOOICO_02082	CDS	459				hypothetical protein
DLCOOICO_02083	CDS	228	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
DLCOOICO_02084	CDS	414				hypothetical protein
DLCOOICO_02085	CDS	168				hypothetical protein
DLCOOICO_02086	CDS	156	priC		COG3923	Primosomal replication protein N''
DLCOOICO_02087	CDS	345				hypothetical protein
DLCOOICO_02088	CDS	261				hypothetical protein
DLCOOICO_02089	CDS	252				hypothetical protein
DLCOOICO_02090	CDS	138				hypothetical protein
DLCOOICO_02091	CDS	693	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
DLCOOICO_02092	CDS	651	apbC		COG0489	Iron-sulfur cluster carrier protein
DLCOOICO_02093	CDS	318				hypothetical protein
DLCOOICO_02094	CDS	774	srlR_2		COG1349	Glucitol operon repressor
DLCOOICO_02095	CDS	753	nagD	3.1.3.5	COG0647	Ribonucleotide monophosphatase NagD
DLCOOICO_02096	CDS	519				hypothetical protein
DLCOOICO_02097	CDS	270	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
DLCOOICO_02098	CDS	498	ptsJ		COG1167	Vitamin B6 salvage pathway transcriptional repressor PtsJ
DLCOOICO_02099	CDS	189				hypothetical protein
DLCOOICO_02100	CDS	288	ddpA		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
DLCOOICO_02101	CDS	471				hypothetical protein
DLCOOICO_02102	CDS	810				hypothetical protein
DLCOOICO_02103	CDS	639	motB		COG1360	Motility protein B
DLCOOICO_02104	CDS	144				hypothetical protein
DLCOOICO_02105	CDS	252				hypothetical protein
DLCOOICO_02106	CDS	348	bamB		COG1520	Outer membrane protein assembly factor BamB
DLCOOICO_02107	CDS	612	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
DLCOOICO_02108	CDS	240				hypothetical protein
DLCOOICO_02109	CDS	189				hypothetical protein
DLCOOICO_02110	CDS	714	queH	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
DLCOOICO_02111	CDS	477				hypothetical protein
DLCOOICO_02112	CDS	708	dctP		COG1638	Solute-binding protein
DLCOOICO_02113	CDS	732	fruK	7.5.2.-	COG1129	Fructose import ATP-binding protein FruK
DLCOOICO_02114	CDS	324				hypothetical protein
DLCOOICO_02115	CDS	141				hypothetical protein
DLCOOICO_02116	CDS	420	frdA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
DLCOOICO_02117	CDS	312				hypothetical protein
DLCOOICO_02118	CDS	345				hypothetical protein
DLCOOICO_02119	CDS	741	wecG	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
DLCOOICO_02120	CDS	444				hypothetical protein
DLCOOICO_02121	CDS	393	sgrR		COG4533	HTH-type transcriptional regulator SgrR
DLCOOICO_02122	CDS	717	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
DLCOOICO_02123	CDS	414				hypothetical protein
DLCOOICO_02124	CDS	372	pepE	3.4.13.21	COG3340	Peptidase E
DLCOOICO_02125	CDS	246				hypothetical protein
DLCOOICO_02126	CDS	660				hypothetical protein
DLCOOICO_02127	CDS	321	agaS	3.5.99.-	COG2222	D-galactosamine-6-phosphate deaminase AgaS
DLCOOICO_02128	CDS	162				hypothetical protein
DLCOOICO_02129	CDS	420				hypothetical protein
DLCOOICO_02130	CDS	288				hypothetical protein
DLCOOICO_02131	CDS	375				hypothetical protein
DLCOOICO_02132	CDS	552				hypothetical protein
DLCOOICO_02133	CDS	699				hypothetical protein
DLCOOICO_02134	CDS	366	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
DLCOOICO_02135	CDS	366	yejG			putative protein YejG
DLCOOICO_02136	CDS	834	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
DLCOOICO_02137	CDS	894	rhaR_2			HTH-type transcriptional activator RhaR
DLCOOICO_02138	CDS	333	menH	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
DLCOOICO_02139	CDS	447				hypothetical protein
DLCOOICO_02140	CDS	426	ycbX		COG0633	putative protein YcbX
DLCOOICO_02141	CDS	312	zapC			Cell division protein ZapC
DLCOOICO_02142	CDS	504	flgE		COG1749	Flagellar hook protein FlgE
DLCOOICO_02143	CDS	834	mtr		COG0814	Tryptophan-specific transport protein
DLCOOICO_02144	CDS	630	acs_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
DLCOOICO_02145	CDS	234				hypothetical protein
DLCOOICO_02146	CDS	147				hypothetical protein
DLCOOICO_02147	CDS	135				hypothetical protein
DLCOOICO_02148	CDS	315				hypothetical protein
DLCOOICO_02149	CDS	378				hypothetical protein
DLCOOICO_02150	CDS	231				hypothetical protein
DLCOOICO_02151	CDS	786	kbaZ		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit KbaZ
DLCOOICO_02152	CDS	324	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
DLCOOICO_02153	CDS	300				hypothetical protein
DLCOOICO_02154	CDS	777	cbl			HTH-type transcriptional regulator cbl
DLCOOICO_02155	CDS	429	mopA		COG2005	Molybdenum-pterin-binding protein MopA
DLCOOICO_02156	CDS	234	fhlA		COG3604	Formate hydrogenlyase transcriptional activator
DLCOOICO_02157	CDS	672				hypothetical protein
DLCOOICO_02158	CDS	456	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
DLCOOICO_02159	CDS	207				hypothetical protein
DLCOOICO_02160	CDS	495				hypothetical protein
DLCOOICO_02161	CDS	387				hypothetical protein
DLCOOICO_02162	CDS	396				hypothetical protein
DLCOOICO_02163	CDS	315				hypothetical protein
DLCOOICO_02164	CDS	693	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
DLCOOICO_02165	CDS	297				hypothetical protein
DLCOOICO_02166	CDS	438				hypothetical protein
DLCOOICO_02167	CDS	453	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
DLCOOICO_02168	CDS	243				hypothetical protein
DLCOOICO_02169	CDS	105				hypothetical protein
DLCOOICO_02170	CDS	747	hypD		COG0409	Hydrogenase maturation factor HypD
DLCOOICO_02171	CDS	201				hypothetical protein
DLCOOICO_02172	CDS	381	pdeN	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
DLCOOICO_02173	CDS	435				hypothetical protein
DLCOOICO_02174	CDS	324				hypothetical protein
DLCOOICO_02175	CDS	237	ydfK			Cold shock protein YdfK
DLCOOICO_02176	CDS	618	ndvB	2.4.1.-	COG3459	Cyclic beta-(1,2)-glucan synthase NdvB
DLCOOICO_02177	CDS	159	yfhM		COG2373	Alpha-2-macroglobulin
DLCOOICO_02178	CDS	198				hypothetical protein
DLCOOICO_02179	CDS	234				hypothetical protein
DLCOOICO_02180	CDS	636				hypothetical protein
DLCOOICO_02181	CDS	546	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
DLCOOICO_02182	CDS	711	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
DLCOOICO_02183	CDS	633	btsR		COG3279	Transcriptional regulatory protein BtsR
DLCOOICO_02184	CDS	555	gmm	3.6.1.-	COG0494	GDP-mannose mannosyl hydrolase
DLCOOICO_02185	CDS	252	rpsD		COG0522	30S ribosomal protein S4
DLCOOICO_02186	CDS	288				hypothetical protein
DLCOOICO_02187	CDS	240				hypothetical protein
DLCOOICO_02188	CDS	129				hypothetical protein
DLCOOICO_02189	CDS	270				hypothetical protein
DLCOOICO_02190	CDS	261				hypothetical protein
DLCOOICO_02191	CDS	288				hypothetical protein
DLCOOICO_02192	CDS	477	fryA_2		COG1080	Multiphosphoryl transfer protein 1
DLCOOICO_02193	CDS	303	rhaS_5			HTH-type transcriptional activator RhaS
DLCOOICO_02194	CDS	294				hypothetical protein
DLCOOICO_02195	CDS	354	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
DLCOOICO_02196	CDS	879	mntA		COG0803	Manganese-binding lipoprotein MntA
DLCOOICO_02197	CDS	171				hypothetical protein
DLCOOICO_02198	CDS	711	gutQ	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase GutQ
DLCOOICO_02199	CDS	558				hypothetical protein
DLCOOICO_02200	CDS	129				hypothetical protein
DLCOOICO_02201	CDS	159				hypothetical protein
DLCOOICO_02202	CDS	201				hypothetical protein
DLCOOICO_02203	CDS	636				hypothetical protein
DLCOOICO_02204	CDS	438				hypothetical protein
DLCOOICO_02205	CDS	483				hypothetical protein
DLCOOICO_02206	CDS	552	mutS2	3.1.-.-		Endonuclease MutS2
DLCOOICO_02207	CDS	267				hypothetical protein
DLCOOICO_02208	CDS	795				hypothetical protein
DLCOOICO_02209	CDS	120				hypothetical protein
DLCOOICO_02210	CDS	633	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
DLCOOICO_02211	CDS	495	ytbE	1.-.-.-	COG0656	putative oxidoreductase YtbE
DLCOOICO_02212	CDS	735	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
DLCOOICO_02213	CDS	354				hypothetical protein
DLCOOICO_02214	CDS	462				hypothetical protein
DLCOOICO_02215	CDS	312				hypothetical protein
DLCOOICO_02216	CDS	258	ptsH		COG1925	Phosphocarrier protein HPr
DLCOOICO_02217	CDS	300				hypothetical protein
DLCOOICO_02218	CDS	153				hypothetical protein
DLCOOICO_02219	CDS	315				hypothetical protein
DLCOOICO_02220	CDS	150	glaH	1.14.11.-		Glutarate 2-hydroxylase
DLCOOICO_02221	CDS	258				hypothetical protein
DLCOOICO_02222	CDS	828	fliI_2	7.1.2.2	COG1157	Flagellum-specific ATP synthase
DLCOOICO_02223	CDS	567				hypothetical protein
DLCOOICO_02224	CDS	735	dtpD		COG3104	Dipeptide permease D
DLCOOICO_02225	CDS	354	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
DLCOOICO_02226	CDS	489	allS			HTH-type transcriptional activator AllS
DLCOOICO_02227	CDS	396				hypothetical protein
DLCOOICO_02228	CDS	567				hypothetical protein
DLCOOICO_02229	CDS	768	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
DLCOOICO_02230	CDS	675	gltK		COG0765	Glutamate/aspartate import permease protein GltK
DLCOOICO_02231	CDS	351	flhD			Flagellar transcriptional regulator FlhD
DLCOOICO_02232	CDS	147				hypothetical protein
DLCOOICO_02233	CDS	258				hypothetical protein
DLCOOICO_02234	CDS	576				hypothetical protein
DLCOOICO_02235	CDS	237	treF	3.2.1.28	COG1626	Cytoplasmic trehalase
DLCOOICO_02236	CDS	492				hypothetical protein
DLCOOICO_02237	CDS	228				hypothetical protein
DLCOOICO_02238	CDS	339				hypothetical protein
DLCOOICO_02239	CDS	702				hypothetical protein
DLCOOICO_02240	CDS	426				hypothetical protein
DLCOOICO_02241	CDS	249				hypothetical protein
DLCOOICO_02242	CDS	345				hypothetical protein
DLCOOICO_02243	CDS	288	hpf		COG1544	Ribosome hibernation promoting factor
DLCOOICO_02244	CDS	795				hypothetical protein
DLCOOICO_02245	CDS	327				hypothetical protein
DLCOOICO_02246	CDS	702	rpsC		COG0092	30S ribosomal protein S3
DLCOOICO_02247	CDS	327	ygaM		COG4575	putative protein YgaM
DLCOOICO_02248	CDS	615	cysK	2.5.1.47	COG0031	Cysteine synthase A
DLCOOICO_02249	CDS	225				hypothetical protein
DLCOOICO_02250	CDS	165				hypothetical protein
DLCOOICO_02251	CDS	402	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
DLCOOICO_02252	CDS	273				hypothetical protein
DLCOOICO_02253	CDS	390	aaeB		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
DLCOOICO_02254	CDS	168				hypothetical protein
DLCOOICO_02255	CDS	615	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
DLCOOICO_02256	CDS	258				hypothetical protein
DLCOOICO_02257	CDS	801	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
DLCOOICO_02258	CDS	285	fepG		COG4779	Ferric enterobactin transport system permease protein FepG
DLCOOICO_02259	CDS	378				hypothetical protein
DLCOOICO_02260	CDS	564	pqiC		COG3009	Intermembrane transport lipoprotein PqiC
DLCOOICO_02261	CDS	261	pqiB		COG3008	Intermembrane transport protein PqiB
DLCOOICO_02262	CDS	495	napF		COG1145	Ferredoxin-type protein NapF
DLCOOICO_02263	CDS	177				hypothetical protein
DLCOOICO_02264	CDS	468				hypothetical protein
DLCOOICO_02265	CDS	747	cutC_2		COG3142	Copper homeostasis protein CutC
DLCOOICO_02266	CDS	177	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
DLCOOICO_02267	CDS	714				hypothetical protein
DLCOOICO_02268	CDS	219				hypothetical protein
DLCOOICO_02269	CDS	261				hypothetical protein
DLCOOICO_02270	CDS	216				hypothetical protein
DLCOOICO_02271	CDS	240				hypothetical protein
DLCOOICO_02272	CDS	114				hypothetical protein
DLCOOICO_02273	CDS	777	yncE_2		COG3391	putative protein YncE
DLCOOICO_02274	CDS	828				hypothetical protein
DLCOOICO_02275	CDS	330	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
DLCOOICO_02276	CDS	204	potF		COG0687	Putrescine-binding periplasmic protein
DLCOOICO_02277	CDS	363				hypothetical protein
DLCOOICO_02278	CDS	660	hmuU		COG0609	Hemin transport system permease protein HmuU
DLCOOICO_02279	CDS	444	yadA			Adhesin YadA
DLCOOICO_02280	CDS	669	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
DLCOOICO_02281	CDS	291				hypothetical protein
DLCOOICO_02282	CDS	486	dhaK	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
DLCOOICO_02283	CDS	624				hypothetical protein
DLCOOICO_02284	CDS	162				hypothetical protein
DLCOOICO_02285	CDS	267				hypothetical protein
DLCOOICO_02286	CDS	159				hypothetical protein
DLCOOICO_02287	CDS	447				hypothetical protein
DLCOOICO_02288	CDS	378				hypothetical protein
DLCOOICO_02289	CDS	246	fdnH		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
DLCOOICO_02290	CDS	345				hypothetical protein
DLCOOICO_02291	CDS	423	iucB	2.3.1.102		N(6)-hydroxylysine O-acetyltransferase
DLCOOICO_02292	CDS	327	fliH		COG1317	Flagellar assembly protein FliH
DLCOOICO_02293	CDS	390				hypothetical protein
DLCOOICO_02294	CDS	705	csgG		COG1462	Curli production assembly/transport component CsgG
DLCOOICO_02295	CDS	675	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
DLCOOICO_02296	CDS	213	rcsA_2			Transcriptional regulatory protein RcsA
DLCOOICO_02297	CDS	462				hypothetical protein
DLCOOICO_02298	CDS	381	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
DLCOOICO_02299	CDS	528	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
DLCOOICO_02300	CDS	531	lacI		COG1609	Lactose operon repressor
DLCOOICO_02301	CDS	327				hypothetical protein
DLCOOICO_02302	CDS	600				hypothetical protein
DLCOOICO_02303	CDS	165				hypothetical protein
DLCOOICO_02304	CDS	576	osmY_1		COG2823	Osmotically-inducible protein Y
DLCOOICO_02305	CDS	183	diaA		COG0279	DnaA initiator-associating protein DiaA
DLCOOICO_02306	CDS	438				hypothetical protein
DLCOOICO_02307	CDS	102				hypothetical protein
DLCOOICO_02308	CDS	375	amn	3.2.2.4	COG0775	AMP nucleosidase
DLCOOICO_02309	CDS	330				hypothetical protein
DLCOOICO_02310	CDS	675	mepM	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
DLCOOICO_02311	CDS	738				hypothetical protein
DLCOOICO_02312	CDS	420	trxC	1.8.1.8	COG0526	Thioredoxin 2
DLCOOICO_02313	CDS	138				hypothetical protein
DLCOOICO_02314	CDS	303				hypothetical protein
DLCOOICO_02315	CDS	714	ycgR			Flagellar brake protein YcgR
DLCOOICO_02316	CDS	408	flgG		COG4786	Flagellar basal-body rod protein FlgG
DLCOOICO_02317	CDS	654	sbcC		COG0419	Nuclease SbcCD subunit C
DLCOOICO_02318	CDS	321				hypothetical protein
DLCOOICO_02319	CDS	213	gpr_1	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
DLCOOICO_02320	CDS	360				hypothetical protein
DLCOOICO_02321	CDS	246				hypothetical protein
DLCOOICO_02322	CDS	318				hypothetical protein
DLCOOICO_02323	CDS	402	crfC		COG0699	Clamp-binding protein CrfC
DLCOOICO_02324	CDS	213				hypothetical protein
DLCOOICO_02325	CDS	471	pepA_1	3.4.11.1	COG0260	Cytosol aminopeptidase
DLCOOICO_02326	CDS	843				hypothetical protein
DLCOOICO_02327	CDS	285	rplY		COG1825	50S ribosomal protein L25
DLCOOICO_02328	CDS	396	btuB		COG4206	Vitamin B12 transporter BtuB
DLCOOICO_02329	CDS	564	ecfA3	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA3
DLCOOICO_02330	CDS	198				hypothetical protein
DLCOOICO_02331	CDS	819				hypothetical protein
DLCOOICO_02332	CDS	282				hypothetical protein
DLCOOICO_02333	CDS	810	yedI		COG2354	Inner membrane protein YedI
DLCOOICO_02334	CDS	339	raiA		COG1544	Ribosome-associated inhibitor A
DLCOOICO_02335	CDS	828	hflX		COG2262	GTPase HflX
DLCOOICO_02336	CDS	426				hypothetical protein
DLCOOICO_02337	CDS	162				hypothetical protein
DLCOOICO_02338	CDS	450				hypothetical protein
DLCOOICO_02339	CDS	513				hypothetical protein
DLCOOICO_02340	CDS	831				hypothetical protein
DLCOOICO_02341	CDS	453	matP		COG3120	Macrodomain Ter protein
DLCOOICO_02342	CDS	246	tmcA	2.3.1.193	COG1444	tRNA(Met) cytidine acetyltransferase TmcA
DLCOOICO_02343	CDS	318				hypothetical protein
DLCOOICO_02344	CDS	258	nanR_2		COG2186	HTH-type transcriptional repressor NanR
DLCOOICO_02345	CDS	96				hypothetical protein
DLCOOICO_02346	CDS	480				hypothetical protein
DLCOOICO_02347	CDS	144	yedJ		COG1418	putative protein YedJ
DLCOOICO_02348	CDS	375	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
DLCOOICO_02349	CDS	447				hypothetical protein
DLCOOICO_02350	CDS	786				hypothetical protein
DLCOOICO_02351	CDS	471	ampD	3.5.1.28		1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
DLCOOICO_02352	CDS	93				hypothetical protein
DLCOOICO_02353	CDS	231				hypothetical protein
DLCOOICO_02354	CDS	582				hypothetical protein
DLCOOICO_02355	CDS	369	sfmC			putative fimbrial chaperone SfmC
DLCOOICO_02356	CDS	645	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
DLCOOICO_02357	CDS	171	proB	2.7.2.11	COG0263	Glutamate 5-kinase
DLCOOICO_02358	CDS	432				hypothetical protein
DLCOOICO_02359	CDS	174				hypothetical protein
DLCOOICO_02360	CDS	225				hypothetical protein
DLCOOICO_02361	CDS	255				hypothetical protein
DLCOOICO_02362	CDS	285				hypothetical protein
DLCOOICO_02363	CDS	504	deoD	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
DLCOOICO_02364	CDS	249				hypothetical protein
DLCOOICO_02365	CDS	153	osmY_2		COG2823	Osmotically-inducible protein Y
DLCOOICO_02366	CDS	789	ligA	6.5.1.2	COG0272	DNA ligase
DLCOOICO_02367	CDS	720	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
DLCOOICO_02368	CDS	174				hypothetical protein
DLCOOICO_02369	CDS	324	speF	4.1.1.17	COG1982	Inducible ornithine decarboxylase
DLCOOICO_02370	CDS	825	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
DLCOOICO_02371	CDS	195	yacG		COG3024	DNA gyrase inhibitor YacG
DLCOOICO_02372	CDS	306	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
DLCOOICO_02373	CDS	150				hypothetical protein
DLCOOICO_02374	CDS	309				hypothetical protein
DLCOOICO_02375	CDS	168				hypothetical protein
DLCOOICO_02376	CDS	351				hypothetical protein
DLCOOICO_02377	CDS	516	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
DLCOOICO_02378	CDS	546	parM			Plasmid segregation protein ParM
DLCOOICO_02379	CDS	138				hypothetical protein
DLCOOICO_02380	CDS	372	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
DLCOOICO_02381	CDS	474				hypothetical protein
DLCOOICO_02382	CDS	753	yehZ		COG1732	Glycine betaine-binding protein YehZ
DLCOOICO_02383	CDS	249				hypothetical protein
DLCOOICO_02384	CDS	516	ybjP			putative lipoprotein YbjP
DLCOOICO_02385	CDS	510	cntO_1		COG1629	Metal-pseudopaline receptor CntO
DLCOOICO_02386	CDS	189	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
DLCOOICO_02387	CDS	810	dctM_2		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
DLCOOICO_02388	CDS	411	rnk		COG0782	Regulator of nucleoside diphosphate kinase
DLCOOICO_02389	CDS	90				hypothetical protein
DLCOOICO_02390	CDS	351				hypothetical protein
DLCOOICO_02391	CDS	171				hypothetical protein
DLCOOICO_02392	CDS	138				hypothetical protein
DLCOOICO_02393	CDS	702	mukB		COG3096	Chromosome partition protein MukB
DLCOOICO_02394	CDS	180				hypothetical protein
DLCOOICO_02395	CDS	711	uxaC_1	5.3.1.12	COG1904	Uronate isomerase
DLCOOICO_02396	CDS	228				hypothetical protein
DLCOOICO_02397	CDS	615	dgoA	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
DLCOOICO_02398	CDS	543	mtnD	1.13.11.54	COG1791	Acireductone dioxygenase
DLCOOICO_02399	CDS	369				hypothetical protein
DLCOOICO_02400	CDS	270	xerC_2			Tyrosine recombinase XerC
DLCOOICO_02401	CDS	339				hypothetical protein
DLCOOICO_02402	CDS	684				hypothetical protein
DLCOOICO_02403	CDS	213				hypothetical protein
DLCOOICO_02404	CDS	387				hypothetical protein
DLCOOICO_02405	CDS	603	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
DLCOOICO_02406	CDS	504				hypothetical protein
DLCOOICO_02407	CDS	636	acrE_1			Multidrug export protein AcrE
DLCOOICO_02408	CDS	447				hypothetical protein
DLCOOICO_02409	CDS	111				hypothetical protein
DLCOOICO_02410	CDS	129	deoB	5.4.2.7	COG1015	Phosphopentomutase
DLCOOICO_02411	CDS	234				hypothetical protein
DLCOOICO_02412	CDS	255				hypothetical protein
DLCOOICO_02413	CDS	99	adeP		COG2252	Adenine permease AdeP
DLCOOICO_02414	CDS	567	chrR	1.6.5.2	COG0431	Quinone reductase
DLCOOICO_02415	CDS	177				hypothetical protein
DLCOOICO_02416	CDS	606	cbiE	2.1.1.289	COG2241	Cobalt-precorrin-7 C(5)-methyltransferase
DLCOOICO_02417	CDS	195				hypothetical protein
DLCOOICO_02418	CDS	270				hypothetical protein
DLCOOICO_02419	CDS	318				hypothetical protein
DLCOOICO_02420	CDS	372				hypothetical protein
DLCOOICO_02421	CDS	243				hypothetical protein
DLCOOICO_02422	CDS	396				hypothetical protein
DLCOOICO_02423	CDS	189				hypothetical protein
DLCOOICO_02424	CDS	468				hypothetical protein
DLCOOICO_02425	CDS	423				hypothetical protein
DLCOOICO_02426	CDS	432	entF	2.7.7.-	COG1020	Enterobactin synthase component F
DLCOOICO_02427	CDS	639				hypothetical protein
DLCOOICO_02428	CDS	633	cusC		COG1538	Cation efflux system protein CusC
DLCOOICO_02429	CDS	543				IS3 family transposase IS1351
DLCOOICO_02430	CDS	456				hypothetical protein
DLCOOICO_02431	CDS	150				hypothetical protein
DLCOOICO_02432	CDS	306	tatC		COG0805	Sec-independent protein translocase protein TatC
DLCOOICO_02433	CDS	186				hypothetical protein
DLCOOICO_02434	CDS	531	mprA		COG1846	Transcriptional repressor MprA
DLCOOICO_02435	CDS	480				hypothetical protein
DLCOOICO_02436	CDS	204				hypothetical protein
DLCOOICO_02437	CDS	243				hypothetical protein
DLCOOICO_02438	CDS	285	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
DLCOOICO_02439	CDS	342				hypothetical protein
DLCOOICO_02440	CDS	222				hypothetical protein
DLCOOICO_02441	CDS	219	infA		COG0361	Translation initiation factor IF-1
DLCOOICO_02442	CDS	276	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
DLCOOICO_02443	CDS	285				hypothetical protein
DLCOOICO_02444	CDS	615				hypothetical protein
DLCOOICO_02445	CDS	558				hypothetical protein
DLCOOICO_02446	CDS	93				hypothetical protein
DLCOOICO_02447	CDS	588	yfcJ			putative MFS-type transporter YfcJ
DLCOOICO_02448	CDS	585	cbs	4.2.1.22	COG0031	Putative cystathionine beta-synthase
DLCOOICO_02449	CDS	513	rbsK	2.7.1.15	COG0524	Ribokinase
DLCOOICO_02450	CDS	201				hypothetical protein
DLCOOICO_02451	CDS	579	eptB	2.7.8.42	COG2194	Kdo(2)-lipid A phosphoethanolamine 7''-transferase
DLCOOICO_02452	tRNA	77				tRNA-Pro(cgg)
DLCOOICO_02453	CDS	129	rbfA		COG0858	30S ribosome-binding factor
DLCOOICO_02454	CDS	267				hypothetical protein
DLCOOICO_02455	CDS	342				hypothetical protein
DLCOOICO_02456	CDS	468				hypothetical protein
DLCOOICO_02457	CDS	351	pduU		COG4810	Propanediol utilization protein PduU
DLCOOICO_02458	CDS	195				hypothetical protein
DLCOOICO_02459	CDS	285				hypothetical protein
