locus_tag	ftype	length_bp	gene	EC_number	COG	product
EHACDFAM_02101	CDS	228	dedD			Cell division protein DedD
EHACDFAM_02102	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
EHACDFAM_02103	CDS	300	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
EHACDFAM_02104	CDS	516	hscB		COG1076	Co-chaperone protein HscB
EHACDFAM_02105	CDS	768				hypothetical protein
EHACDFAM_02106	CDS	324	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
EHACDFAM_02107	CDS	792	mutS		COG0249	DNA mismatch repair protein MutS
EHACDFAM_02108	CDS	603				hypothetical protein
EHACDFAM_02109	CDS	246				hypothetical protein
EHACDFAM_02110	CDS	192				hypothetical protein
EHACDFAM_02111	CDS	660	flhA		COG1298	Flagellar biosynthesis protein FlhA
EHACDFAM_02112	CDS	588				hypothetical protein
EHACDFAM_02113	CDS	717				hypothetical protein
EHACDFAM_02114	CDS	288	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
EHACDFAM_02115	CDS	474	cinA			Putative competence-damage inducible protein
EHACDFAM_02116	CDS	387	rplQ		COG0203	50S ribosomal protein L17
EHACDFAM_02117	CDS	594				hypothetical protein
EHACDFAM_02118	CDS	240				hypothetical protein
EHACDFAM_02119	CDS	342				hypothetical protein
EHACDFAM_02120	CDS	543				hypothetical protein
EHACDFAM_02121	CDS	480	mntH_2		COG1914	Divalent metal cation transporter MntH
EHACDFAM_02122	CDS	321				hypothetical protein
EHACDFAM_02123	CDS	120	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
EHACDFAM_02124	CDS	315				hypothetical protein
EHACDFAM_02125	CDS	672				hypothetical protein
EHACDFAM_02126	CDS	195				hypothetical protein
EHACDFAM_02127	CDS	297				hypothetical protein
EHACDFAM_02128	CDS	588	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
EHACDFAM_02129	CDS	489				hypothetical protein
EHACDFAM_02130	CDS	327	yybR		COG1733	putative HTH-type transcriptional regulator YybR
EHACDFAM_02131	CDS	204				hypothetical protein
EHACDFAM_02132	CDS	102				hypothetical protein
EHACDFAM_02133	CDS	138				hypothetical protein
EHACDFAM_02134	CDS	486				hypothetical protein
EHACDFAM_02135	CDS	630	uhpA_2		COG2197	Transcriptional regulatory protein UhpA
EHACDFAM_02136	CDS	321				hypothetical protein
EHACDFAM_02137	CDS	321				hypothetical protein
EHACDFAM_02138	CDS	753	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
EHACDFAM_02139	CDS	645	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
EHACDFAM_02140	CDS	552				hypothetical protein
EHACDFAM_02141	CDS	798				hypothetical protein
EHACDFAM_02142	CDS	471				hypothetical protein
EHACDFAM_02143	CDS	165				hypothetical protein
EHACDFAM_02144	CDS	837	RBKS	2.7.1.15		Ribokinase
EHACDFAM_02145	CDS	537	nagD	3.1.3.5	COG0647	Ribonucleotide monophosphatase NagD
EHACDFAM_02146	CDS	462				hypothetical protein
EHACDFAM_02147	CDS	267				hypothetical protein
EHACDFAM_02148	CDS	411	cidA			Holin-like protein CidA
EHACDFAM_02149	CDS	780	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
EHACDFAM_02150	CDS	618	cdd	3.5.4.5	COG0295	Cytidine deaminase
EHACDFAM_02151	CDS	606	citE	4.1.3.6	COG2301	Citrate lyase subunit beta
EHACDFAM_02152	CDS	240				hypothetical protein
EHACDFAM_02153	CDS	198				hypothetical protein
EHACDFAM_02154	CDS	147				hypothetical protein
EHACDFAM_02155	CDS	666				hypothetical protein
EHACDFAM_02156	CDS	399				hypothetical protein
EHACDFAM_02157	CDS	303				hypothetical protein
EHACDFAM_02158	CDS	276				hypothetical protein
EHACDFAM_02159	CDS	399	yqjE		COG5393	Inner membrane protein YqjE
EHACDFAM_02160	CDS	306	yqjD		COG4575	putative protein YqjD
EHACDFAM_02161	CDS	516				hypothetical protein
EHACDFAM_02162	CDS	318	yehZ		COG1732	Glycine betaine-binding protein YehZ
EHACDFAM_02163	CDS	621	sfp	2.7.8.7	COG2091	4'-phosphopantetheinyl transferase Sfp
EHACDFAM_02164	CDS	504				hypothetical protein
EHACDFAM_02165	CDS	291				hypothetical protein
EHACDFAM_02166	CDS	528				hypothetical protein
EHACDFAM_02167	CDS	291	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
EHACDFAM_02168	CDS	297				hypothetical protein
EHACDFAM_02169	CDS	312				hypothetical protein
EHACDFAM_02170	CDS	357				hypothetical protein
EHACDFAM_02171	CDS	678	uvrB		COG0556	UvrABC system protein B
EHACDFAM_02172	CDS	270	menC	4.2.1.113	COG1441	o-succinylbenzoate synthase
EHACDFAM_02173	CDS	354				hypothetical protein
EHACDFAM_02174	CDS	378				hypothetical protein
EHACDFAM_02175	CDS	447				hypothetical protein
EHACDFAM_02176	CDS	99				hypothetical protein
EHACDFAM_02177	CDS	735			COG2321	putative protein
EHACDFAM_02178	CDS	705	hemS		COG3720	Hemin transport protein HemS
EHACDFAM_02179	CDS	324				hypothetical protein
EHACDFAM_02180	CDS	501	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
EHACDFAM_02181	CDS	222	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
EHACDFAM_02182	CDS	555	bglA_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
EHACDFAM_02183	CDS	462	entE	6.3.2.14	COG1021	Enterobactin synthase component E
EHACDFAM_02184	CDS	168	damX		COG3266	Cell division protein DamX
EHACDFAM_02185	CDS	678	fliG_1		COG1536	Flagellar motor switch protein FliG
EHACDFAM_02186	CDS	255				hypothetical protein
EHACDFAM_02187	CDS	111	fadL		COG2067	Long-chain fatty acid transport protein
EHACDFAM_02188	CDS	621	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
EHACDFAM_02189	CDS	246				hypothetical protein
EHACDFAM_02190	CDS	507				hypothetical protein
EHACDFAM_02191	CDS	279				hypothetical protein
EHACDFAM_02192	CDS	678	uvrC		COG0322	UvrABC system protein C
EHACDFAM_02193	CDS	252	bhsA_2			Multiple stress resistance protein BhsA
EHACDFAM_02194	CDS	291				hypothetical protein
EHACDFAM_02195	CDS	204	dppC		COG1173	Dipeptide transport system permease protein DppC
EHACDFAM_02196	CDS	576				hypothetical protein
EHACDFAM_02197	CDS	336	dsbE		COG0526	Thiol:disulfide interchange protein DsbE
EHACDFAM_02198	CDS	276	lacI		COG1609	Lactose operon repressor
EHACDFAM_02199	CDS	195	rplU		COG0261	50S ribosomal protein L21
EHACDFAM_02200	CDS	258	rpmA		COG0211	50S ribosomal protein L27
EHACDFAM_02201	CDS	195				hypothetical protein
EHACDFAM_02202	CDS	165				hypothetical protein
EHACDFAM_02203	CDS	435	phnO	2.3.1.280		Aminoalkylphosphonate N-acetyltransferase
EHACDFAM_02204	CDS	282	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
EHACDFAM_02205	CDS	534	kbaY	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit KbaY
EHACDFAM_02206	CDS	636				hypothetical protein
EHACDFAM_02207	CDS	831	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
EHACDFAM_02208	CDS	831				hypothetical protein
EHACDFAM_02209	CDS	219				hypothetical protein
EHACDFAM_02210	CDS	723				hypothetical protein
EHACDFAM_02211	CDS	105				hypothetical protein
EHACDFAM_02212	CDS	315	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
EHACDFAM_02213	CDS	177				hypothetical protein
EHACDFAM_02214	CDS	318				hypothetical protein
EHACDFAM_02215	CDS	126				hypothetical protein
EHACDFAM_02216	CDS	528				hypothetical protein
EHACDFAM_02217	CDS	300				hypothetical protein
EHACDFAM_02218	CDS	360				hypothetical protein
EHACDFAM_02219	CDS	831				hypothetical protein
EHACDFAM_02220	CDS	750				hypothetical protein
EHACDFAM_02221	CDS	705				hypothetical protein
EHACDFAM_02222	CDS	189	orn	3.1.-.-	COG1949	Oligoribonuclease
EHACDFAM_02223	tRNA	76				tRNA-Gly(gcc)
EHACDFAM_02224	tRNA	74				tRNA-Cys(gca)
EHACDFAM_02225	tRNA	87				tRNA-Leu(taa)
EHACDFAM_02226	CDS	561	opuBB		COG1174	Choline transport system permease protein OpuBB
EHACDFAM_02227	CDS	480	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
EHACDFAM_02228	CDS	297				hypothetical protein
EHACDFAM_02229	tRNA	74				tRNA-Gly(ccc)
EHACDFAM_02230	CDS	492	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
EHACDFAM_02231	CDS	276	ettA		COG0488	Energy-dependent translational throttle protein EttA
EHACDFAM_02232	CDS	333				hypothetical protein
EHACDFAM_02233	CDS	327	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
EHACDFAM_02234	CDS	198				hypothetical protein
EHACDFAM_02235	CDS	318				hypothetical protein
EHACDFAM_02236	CDS	228				hypothetical protein
EHACDFAM_02237	CDS	351	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
EHACDFAM_02238	CDS	264				hypothetical protein
EHACDFAM_02239	CDS	720	fryA_2		COG1080	Multiphosphoryl transfer protein 1
EHACDFAM_02240	CDS	129	ymiA			Protein YmiA
EHACDFAM_02241	CDS	693	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
EHACDFAM_02242	CDS	810	hcaT			putative 3-phenylpropionic acid transporter
EHACDFAM_02243	CDS	423				hypothetical protein
EHACDFAM_02244	CDS	207				hypothetical protein
EHACDFAM_02245	CDS	366	cutD_1	1.97.1.-		Choline trimethylamine-lyase activating enzyme
EHACDFAM_02246	CDS	339	fryB_2	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
EHACDFAM_02247	CDS	273				hypothetical protein
EHACDFAM_02248	CDS	168				hypothetical protein
EHACDFAM_02249	CDS	561				hypothetical protein
EHACDFAM_02250	CDS	228	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
EHACDFAM_02251	CDS	486	rraA		COG0684	Regulator of ribonuclease activity A
EHACDFAM_02252	CDS	159				hypothetical protein
EHACDFAM_02253	CDS	174				hypothetical protein
EHACDFAM_02254	CDS	651				hypothetical protein
EHACDFAM_02255	CDS	645				hypothetical protein
EHACDFAM_02256	CDS	288	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
EHACDFAM_02257	CDS	321	atoB	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
EHACDFAM_02258	CDS	399	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
EHACDFAM_02259	CDS	354				hypothetical protein
EHACDFAM_02260	CDS	243	fliA_2		COG1191	RNA polymerase sigma factor FliA
EHACDFAM_02261	CDS	735	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
EHACDFAM_02262	CDS	540				hypothetical protein
EHACDFAM_02263	CDS	426				hypothetical protein
EHACDFAM_02264	CDS	171				hypothetical protein
EHACDFAM_02265	CDS	405				hypothetical protein
EHACDFAM_02266	CDS	117				hypothetical protein
EHACDFAM_02267	CDS	693	fixB		COG2025	Protein FixB
EHACDFAM_02268	CDS	135				hypothetical protein
EHACDFAM_02269	CDS	207	fic	2.7.7.-	COG2184	putative protein adenylyltransferase Fic
EHACDFAM_02270	CDS	564	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
EHACDFAM_02271	CDS	267				hypothetical protein
EHACDFAM_02272	CDS	180				hypothetical protein
EHACDFAM_02273	CDS	540				hypothetical protein
EHACDFAM_02274	CDS	204				hypothetical protein
EHACDFAM_02275	CDS	345	wzc	2.7.10.-	COG0489	Tyrosine-protein kinase wzc
EHACDFAM_02276	CDS	513	cirA		COG4771	Colicin I receptor
EHACDFAM_02277	CDS	195	lysP		COG0833	Lysine-specific permease
EHACDFAM_02278	CDS	216				hypothetical protein
EHACDFAM_02279	CDS	657				hypothetical protein
EHACDFAM_02280	CDS	777	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
EHACDFAM_02281	CDS	96				hypothetical protein
EHACDFAM_02282	CDS	177				hypothetical protein
EHACDFAM_02283	CDS	717	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
EHACDFAM_02284	CDS	363	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
EHACDFAM_02285	CDS	138				hypothetical protein
EHACDFAM_02286	CDS	597	ybeM	3.5.1.128		Deaminated glutathione amidase
EHACDFAM_02287	CDS	801	fcuA			Ferrichrome receptor FcuA
EHACDFAM_02288	CDS	384				hypothetical protein
EHACDFAM_02289	CDS	399				hypothetical protein
EHACDFAM_02290	CDS	210				hypothetical protein
EHACDFAM_02291	CDS	474	gudD	4.2.1.40	COG4948	Glucarate dehydratase
EHACDFAM_02292	CDS	624				hypothetical protein
EHACDFAM_02293	CDS	270				hypothetical protein
EHACDFAM_02294	CDS	222				hypothetical protein
EHACDFAM_02295	CDS	225				hypothetical protein
EHACDFAM_02296	CDS	360				hypothetical protein
EHACDFAM_02297	CDS	417	flgI			Flagellar P-ring protein
EHACDFAM_02298	CDS	390				hypothetical protein
EHACDFAM_02299	CDS	345	yusV		COG1120	putative siderophore transport system ATP-binding protein YusV
EHACDFAM_02300	CDS	645	ddpD		COG0444	putative D,D-dipeptide transport ATP-binding protein DdpD
EHACDFAM_02301	CDS	297				hypothetical protein
EHACDFAM_02302	CDS	495				hypothetical protein
EHACDFAM_02303	CDS	180	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
EHACDFAM_02304	CDS	249				hypothetical protein
EHACDFAM_02305	CDS	447				hypothetical protein
EHACDFAM_02306	CDS	318				hypothetical protein
EHACDFAM_02307	CDS	654				hypothetical protein
EHACDFAM_02308	CDS	195	nlpE		COG3015	Lipoprotein NlpE
EHACDFAM_02309	CDS	549	proS	6.1.1.15	COG0442	Proline--tRNA ligase
EHACDFAM_02310	CDS	312				hypothetical protein
EHACDFAM_02311	CDS	159	flgC		COG1558	Flagellar basal-body rod protein FlgC
EHACDFAM_02312	CDS	402				hypothetical protein
EHACDFAM_02313	CDS	648	kgtP			Alpha-ketoglutarate permease
EHACDFAM_02314	CDS	174				hypothetical protein
EHACDFAM_02315	CDS	264	mraZ		COG2001	Transcriptional regulator MraZ
EHACDFAM_02316	CDS	117				hypothetical protein
EHACDFAM_02317	CDS	156				hypothetical protein
EHACDFAM_02318	CDS	378				hypothetical protein
EHACDFAM_02319	CDS	294				hypothetical protein
EHACDFAM_02320	CDS	288				hypothetical protein
EHACDFAM_02321	CDS	180				hypothetical protein
EHACDFAM_02322	CDS	441				hypothetical protein
EHACDFAM_02323	CDS	609	yejK			Nucleoid-associated protein YejK
EHACDFAM_02324	CDS	393				hypothetical protein
EHACDFAM_02325	CDS	201				hypothetical protein
EHACDFAM_02326	CDS	510	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
EHACDFAM_02327	CDS	138	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
EHACDFAM_02328	CDS	612	hyfA	1.-.-.-	COG1142	Hydrogenase-4 component A
EHACDFAM_02329	CDS	381	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
EHACDFAM_02330	CDS	327				hypothetical protein
EHACDFAM_02331	CDS	567	efp		COG0231	Elongation factor P
EHACDFAM_02332	CDS	681				hypothetical protein
EHACDFAM_02333	CDS	381				hypothetical protein
EHACDFAM_02334	CDS	165				hypothetical protein
EHACDFAM_02335	CDS	174	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
EHACDFAM_02336	CDS	228	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
EHACDFAM_02337	CDS	294				hypothetical protein
EHACDFAM_02338	CDS	249	hybG		COG0298	Hydrogenase maturation factor HybG
EHACDFAM_02339	CDS	135				hypothetical protein
EHACDFAM_02340	CDS	327	yraI			putative fimbrial chaperone YraI
EHACDFAM_02341	CDS	243	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
EHACDFAM_02342	CDS	576	yfeY			putative protein YfeY
EHACDFAM_02343	CDS	129	yfeZ			Inner membrane protein YfeZ
EHACDFAM_02344	CDS	543				hypothetical protein
EHACDFAM_02345	CDS	645	yjjP		COG2966	Inner membrane protein YjjP
EHACDFAM_02346	CDS	702	acs_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
EHACDFAM_02347	CDS	666	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
EHACDFAM_02348	CDS	363	sbcD		COG0420	Nuclease SbcCD subunit D
EHACDFAM_02349	CDS	183				hypothetical protein
EHACDFAM_02350	CDS	312	hcpA_2		COG3157	Major exported protein
EHACDFAM_02351	CDS	324	acrA_1			Multidrug efflux pump subunit AcrA
EHACDFAM_02352	CDS	513	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
EHACDFAM_02353	CDS	243				hypothetical protein
EHACDFAM_02354	CDS	150				hypothetical protein
EHACDFAM_02355	CDS	324	erfK	2.-.-.-	COG1376	putative L,D-transpeptidase ErfK/SrfK
EHACDFAM_02356	CDS	399				hypothetical protein
EHACDFAM_02357	CDS	786				hypothetical protein
EHACDFAM_02358	CDS	291	eutM		COG4577	Ethanolamine utilization protein EutM
EHACDFAM_02359	CDS	366	eutD		COG0280	Ethanolamine utilization protein EutD
EHACDFAM_02360	CDS	486				hypothetical protein
EHACDFAM_02361	CDS	726	caiC	6.2.1.48	COG0318	Crotonobetaine/carnitine--CoA ligase
EHACDFAM_02362	CDS	333				hypothetical protein
EHACDFAM_02363	CDS	132				hypothetical protein
EHACDFAM_02364	CDS	399	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
EHACDFAM_02365	CDS	285	rplY		COG1825	50S ribosomal protein L25
EHACDFAM_02366	CDS	465	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
EHACDFAM_02367	CDS	219				hypothetical protein
EHACDFAM_02368	CDS	597	atoS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase AtoS
EHACDFAM_02369	CDS	594	fhuF		COG4114	Ferric iron reductase protein FhuF
EHACDFAM_02370	CDS	129				hypothetical protein
EHACDFAM_02371	CDS	714	mdlB	7.6.2.2	COG1132	Multidrug resistance-like ATP-binding protein MdlB
EHACDFAM_02372	CDS	747	yfeW	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
EHACDFAM_02373	CDS	129	cobT	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
EHACDFAM_02374	CDS	96				hypothetical protein
EHACDFAM_02375	CDS	471	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
EHACDFAM_02376	CDS	678	uup		COG0488	ABC transporter ATP-binding protein uup
EHACDFAM_02377	CDS	381				hypothetical protein
EHACDFAM_02378	CDS	744	fecD		COG0609	Fe(3+) dicitrate transport system permease protein FecD
EHACDFAM_02379	CDS	243	citG_2	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
EHACDFAM_02380	CDS	570	map	3.4.11.18	COG0024	Methionine aminopeptidase
EHACDFAM_02381	CDS	234				hypothetical protein
EHACDFAM_02382	CDS	231				hypothetical protein
EHACDFAM_02383	CDS	597	yfhM		COG2373	Alpha-2-macroglobulin
EHACDFAM_02384	CDS	543	mtnD	1.13.11.54	COG1791	Acireductone dioxygenase
EHACDFAM_02385	CDS	453				hypothetical protein
EHACDFAM_02386	CDS	627	fhlA		COG3604	Formate hydrogenlyase transcriptional activator
EHACDFAM_02387	CDS	228	glpE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
EHACDFAM_02388	CDS	279				hypothetical protein
EHACDFAM_02389	CDS	348	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
EHACDFAM_02390	CDS	168				hypothetical protein
EHACDFAM_02391	CDS	357				hypothetical protein
EHACDFAM_02392	CDS	489	rfaH		COG0250	Transcription antitermination protein RfaH
EHACDFAM_02393	CDS	228	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
EHACDFAM_02394	CDS	555				hypothetical protein
EHACDFAM_02395	CDS	153	ygeA	5.1.1.13		L-aspartate/glutamate-specific racemase
EHACDFAM_02396	CDS	480	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
EHACDFAM_02397	CDS	636				hypothetical protein
EHACDFAM_02398	CDS	564	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
EHACDFAM_02399	CDS	261				hypothetical protein
EHACDFAM_02400	CDS	483				hypothetical protein
EHACDFAM_02401	CDS	315				hypothetical protein
EHACDFAM_02402	CDS	246				hypothetical protein
EHACDFAM_02403	CDS	204	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
EHACDFAM_02404	CDS	99				hypothetical protein
EHACDFAM_02405	CDS	123				hypothetical protein
EHACDFAM_02406	CDS	228	patZ	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase PatZ
EHACDFAM_02407	CDS	366				hypothetical protein
EHACDFAM_02408	CDS	291				hypothetical protein
EHACDFAM_02409	CDS	306				hypothetical protein
EHACDFAM_02410	CDS	441	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
EHACDFAM_02411	CDS	699	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
EHACDFAM_02412	CDS	495				hypothetical protein
EHACDFAM_02413	CDS	234	gltJ		COG0765	Glutamate/aspartate import permease protein GltJ
EHACDFAM_02414	CDS	270				hypothetical protein
EHACDFAM_02415	CDS	336				hypothetical protein
EHACDFAM_02416	CDS	663		3.2.1.-		Beta-xylosidase
EHACDFAM_02417	CDS	414				hypothetical protein
EHACDFAM_02418	CDS	471	adhB_2	1.1.1.1		Alcohol dehydrogenase 2
EHACDFAM_02419	CDS	765	yihQ	3.2.1.199	COG1501	Sulfoquinovosidase
EHACDFAM_02420	CDS	228				hypothetical protein
EHACDFAM_02421	CDS	684	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
EHACDFAM_02422	CDS	114	ulaC		COG1762	Ascorbate-specific PTS system EIIA component
EHACDFAM_02423	CDS	651	ulaD	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
EHACDFAM_02424	CDS	333	tap_2		COG0840	Methyl-accepting chemotaxis protein IV
EHACDFAM_02425	CDS	681	fdrA		COG0074	Protein FdrA
EHACDFAM_02426	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
EHACDFAM_02427	CDS	234	fucO_2	1.1.1.77	COG1454	Lactaldehyde reductase
EHACDFAM_02428	CDS	408				hypothetical protein
EHACDFAM_02429	CDS	324				hypothetical protein
EHACDFAM_02430	CDS	576	fes		COG2382	Enterochelin esterase
EHACDFAM_02431	CDS	291				hypothetical protein
EHACDFAM_02432	CDS	645	infB		COG0532	Translation initiation factor IF-2
EHACDFAM_02433	CDS	450	cpo	1.11.1.10		Non-heme chloroperoxidase
EHACDFAM_02434	CDS	204	dam	2.1.1.72	COG0338	DNA adenine methylase
EHACDFAM_02435	CDS	435				hypothetical protein
EHACDFAM_02436	CDS	138				hypothetical protein
EHACDFAM_02437	CDS	369	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
EHACDFAM_02438	CDS	234	ygdR_3			putative lipoprotein YgdR
EHACDFAM_02439	CDS	234				hypothetical protein
EHACDFAM_02440	CDS	321	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
EHACDFAM_02441	CDS	543	xylG_3	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
EHACDFAM_02442	CDS	642	cbiO	7.-.-.-	COG1122	Cobalt import ATP-binding protein CbiO
EHACDFAM_02443	CDS	252	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
EHACDFAM_02444	CDS	453	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
EHACDFAM_02445	CDS	411				hypothetical protein
EHACDFAM_02446	CDS	546				hypothetical protein
EHACDFAM_02447	CDS	237	katG	1.11.1.21	COG0376	Catalase-peroxidase
EHACDFAM_02448	CDS	282	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
EHACDFAM_02449	CDS	162				hypothetical protein
EHACDFAM_02450	CDS	345				hypothetical protein
EHACDFAM_02451	CDS	300				hypothetical protein
EHACDFAM_02452	CDS	240				hypothetical protein
EHACDFAM_02453	CDS	246				hypothetical protein
EHACDFAM_02454	CDS	636				hypothetical protein
EHACDFAM_02455	CDS	453	bamA		COG4775	Outer membrane protein assembly factor BamA
EHACDFAM_02456	CDS	636	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
EHACDFAM_02457	CDS	129	narL_1		COG2197	Nitrate/nitrite response regulator protein NarL
EHACDFAM_02458	CDS	567	eae			Intimin
EHACDFAM_02459	CDS	174	epsL	2.-.-.-	COG2148	putative sugar transferase EpsL
EHACDFAM_02460	CDS	372	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
EHACDFAM_02461	CDS	348				hypothetical protein
EHACDFAM_02462	CDS	699				hypothetical protein
EHACDFAM_02463	CDS	528	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
EHACDFAM_02464	CDS	273				hypothetical protein
EHACDFAM_02465	CDS	387	yaaA		COG3022	Peroxide stress resistance protein YaaA
EHACDFAM_02466	CDS	453				hypothetical protein
EHACDFAM_02467	CDS	192	hybB		COG5557	putative Ni/Fe-hydrogenase 2 b-type cytochrome subunit
EHACDFAM_02468	CDS	504	flgG_1		COG4786	Flagellar basal-body rod protein FlgG
EHACDFAM_02469	CDS	576	osmY_2		COG2823	Osmotically-inducible protein Y
EHACDFAM_02470	CDS	312				hypothetical protein
EHACDFAM_02471	CDS	141				hypothetical protein
EHACDFAM_02472	CDS	204				hypothetical protein
EHACDFAM_02473	CDS	384	secE		COG0690	Protein translocase subunit SecE
EHACDFAM_02474	CDS	351	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
EHACDFAM_02475	CDS	258	trg_2		COG0840	Methyl-accepting chemotaxis protein III
EHACDFAM_02476	CDS	288	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
EHACDFAM_02477	CDS	279	pbpG	3.4.21.-	COG1686	D-alanyl-D-alanine endopeptidase
EHACDFAM_02478	CDS	477				hypothetical protein
EHACDFAM_02479	CDS	189	zitB		COG1230	Zinc transporter ZitB
EHACDFAM_02480	CDS	426	pnuC_2		COG3201	Nicotinamide riboside transporter PnuC
EHACDFAM_02481	CDS	321				hypothetical protein
EHACDFAM_02482	CDS	342				hypothetical protein
EHACDFAM_02483	CDS	549	glpK	2.7.1.30	COG0554	Glycerol kinase
EHACDFAM_02484	CDS	360				hypothetical protein
EHACDFAM_02485	CDS	609	nlpA		COG1464	Lipoprotein 28
EHACDFAM_02486	CDS	177				hypothetical protein
EHACDFAM_02487	CDS	453				hypothetical protein
EHACDFAM_02488	CDS	138				hypothetical protein
EHACDFAM_02489	CDS	111				hypothetical protein
EHACDFAM_02490	CDS	327				hypothetical protein
EHACDFAM_02491	CDS	390				hypothetical protein
EHACDFAM_02492	CDS	543	cfxP	2.7.1.19	COG3954	Phosphoribulokinase, plasmid
